#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
caucasus_building_1;Caucasian Warrior Camp;Camp de guerriers caucasiens;Caucasian Warrior Camp;;Caucasian Warrior Camp;;;;;;;;;
caucasus_building_2;Caucasian Infantry Grounds;Camp d'infanterie caucasiens;Caucasian Infantry Grounds;;Caucasian Infantry Grounds;;;;;;;;;
caucasus_building_3;Caucasian Armoury;Armurerie Caucasienne;Caucasian Armoury;;Caucasian Armoury;;;;;;;;;
caucasus_building_4;Great Caucasian Warrior Host;Grand camp de guerriers caucasiens;Great Caucasian Warrior Host;;Great Caucasian Warrior Host;;;;;;;;;
caucasus_building_5;Great Caucasian Warrior Host;Grand camp de guerriers caucasiens;Great Caucasian Warrior Host;;Great Caucasian Warrior Host;;;;;;;;;
ca_altaic_army_barracks_1;Army - Small Barracks;Armée-Petit Baraquement;Army - Small Barracks;;Army - Small Barracks;;;;;;;;;
ca_altaic_army_barracks_2;Army - Medium Barracks;Armée-Grand Baraquement;Army - Medium Barracks;;Army - Medium Barracks;;;;;;;;;
ca_altaic_army_barracks_3;Army - Large Barracks;Armée-Petite Garnison;Army - Large Barracks;;Army - Large Barracks;;;;;;;;;
ca_altaic_army_barracks_4;Army - Huge Barracks;Armée-Grande Garnison;Army - Huge Barracks;;Army - Huge Barracks;;;;;;;;;
ca_altaic_army_barracks_5;Army - Royal Barracks;Armée-Caserne;Army - Royal Barracks;;Army - Royal Barracks;;;;;;;;;
ca_altaic_army_drilling_1;Army - Basic Drill Yard;Armée-Petit Terrain d’Entraînement de la Milice;Army - Basic Drill Yard;;Army - Basic Drill Yard;;;;;;;;;
ca_altaic_army_drilling_2;Army - Small Drill Yard;Armée-Terrain d’Entraînement de la Milice;Army - Small Drill Yard;;Army - Small Drill Yard;;;;;;;;;
ca_altaic_army_drilling_3;Army - Medium Drill Yard;Armée-Terrain d’Entraînement de L'Ost;Army - Medium Drill Yard;;Army - Medium Drill Yard;;;;;;;;;
ca_altaic_army_drilling_4;Army - Large Drill Yard;Armée-Grand Terrain d’Entraînement de L'Ost;Army - Large Drill Yard;;Army - Large Drill Yard;;;;;;;;;
ca_altaic_army_drilling_5;Army - Massive Drill Yard;Armée-Camp d’Entraînement de L'Ost;Army - Massive Drill Yard;;Army - Massive Drill Yard;;;;;;;;;
ca_altaic_econ_feudal_1;Econ - Sparse Feudal Estates;Économie-Petit fief;Econ - Sparse Feudal Estates;;Econ - Sparse Feudal Estates;;;;;;;;;
ca_altaic_econ_feudal_2;Econ - Meager Feudal Estates;Économie-Modeste Fief;Econ - Meager Feudal Estates;;Econ - Meager Feudal Estates;;;;;;;;;
ca_altaic_econ_feudal_3;Econ - Medium Feudal Estates;Économie-Fief;Econ - Medium Feudal Estates;;Econ - Medium Feudal Estates;;;;;;;;;
ca_altaic_econ_feudal_4;Econ - Considerable Feudal Estates;Économie-Grand Fief;l;;Econ - Considerable Feudal Estates;;;;;;;;;
ca_altaic_econ_feudal_5;Econ - Extensive Feudal Estates;Économie-Immense Fief;Econ - Extensive Feudal Estates;;Econ - Extensive Feudal Estates;;;;;;;;;
ca_altaic_econ_peasant_1;Econ - Peasant Farmland;Économie-Petites cultures;Econ - Peasant Farmland;;Econ - Peasant Farmland;;;;;;;;;
